Date,Adj Close,Close,High,Low,Open,Volume
2017-01-02,13700.1884765625,16775.0,16775.0,16775.0,16775.0,0
2017-01-03,13557.265625,16600.0,17125.0,16600.0,16900.0,1039400
2017-01-04,13332.6728515625,16325.0,16850.0,16150.0,16700.0,2495900
2017-01-05,13353.08984375,16350.0,16450.0,16225.0,16325.0,1107200
2017-01-06,13373.5068359375,16375.0,16575.0,16325.0,16350.0,875300
2017-01-09,13638.935546875,16700.0,16800.0,16350.0,16425.0,1071100
2017-01-10,13781.857421875,16875.0,16925.0,16725.0,16800.0,835100
2017-01-11,13883.9453125,17000.0,17050.0,16700.0,16825.0,1690200
2017-01-12,14026.869140625,17175.0,17175.0,16850.0,17000.0,1200700
2017-01-13,13720.6064453125,16800.0,17200.0,16575.0,17175.0,1508500
2017-01-16,13577.6826171875,16625.0,16900.0,16525.0,16800.0,383200
2017-01-17,13557.265625,16600.0,16800.0,16475.0,16625.0,670800
2017-01-18,13577.6826171875,16625.0,17000.0,16600.0,16700.0,1869300
2017-01-19,13475.5947265625,16500.0,16775.0,16450.0,16625.0,1152400
2017-01-20,13230.583984375,16200.0,16575.0,16050.0,16500.0,2168700
2017-01-23,13148.9140625,16100.0,16500.0,16025.0,16225.0,990400
2017-01-24,13067.2431640625,16000.0,16225.0,15925.0,16100.0,1684200
2017-01-25,12883.4833984375,15775.0,16150.0,15725.0,16150.0,2076600
2017-01-26,12924.3212890625,15825.0,16000.0,15775.0,15800.0,1189700
2017-01-27,12903.90234375,15800.0,15925.0,15750.0,15825.0,844900
2017-01-30,12883.4833984375,15775.0,15975.0,15725.0,15925.0,1111500
2017-01-31,12883.4833984375,15775.0,15900.0,15750.0,15775.0,575100
2017-02-01,13067.2431640625,16000.0,16025.0,15775.0,15775.0,2099100
2017-02-02,13189.7490234375,16150.0,16200.0,15950.0,16000.0,2634400
2017-02-03,13067.2431640625,16000.0,16275.0,15900.0,16250.0,1136800
2017-02-06,13067.2431640625,16000.0,16050.0,15950.0,16000.0,1712600
2017-02-07,12903.90234375,15800.0,16100.0,15775.0,16100.0,1093500
2017-02-08,12944.7392578125,15850.0,15975.0,15775.0,15800.0,1244100
2017-02-09,12740.5625,15600.0,15950.0,15475.0,15950.0,2465700
2017-02-10,12903.90234375,15800.0,15950.0,15525.0,15725.0,1523900
2017-02-13,12760.9794921875,15625.0,15925.0,15600.0,15900.0,602300
2017-02-14,12760.9794921875,15625.0,15750.0,15550.0,15650.0,1979200
2017-02-15,12760.9794921875,15625.0,15625.0,15625.0,15625.0,0
2017-02-16,12740.5625,15600.0,15800.0,15600.0,15775.0,665200
2017-02-17,12434.298828125,15225.0,15575.0,15200.0,15575.0,2187300
2017-02-20,12434.298828125,15225.0,15400.0,15175.0,15300.0,866800
2017-02-21,12393.4638671875,15175.0,15375.0,15150.0,15375.0,1213300
2017-02-22,12066.783203125,14775.0,15225.0,14750.0,15225.0,3390500
2017-02-23,12005.529296875,14700.0,14900.0,14675.0,14850.0,2492900
2017-02-24,12230.123046875,14975.0,15125.0,14775.0,14850.0,2614400
2017-02-27,12740.5625,15600.0,15600.0,15000.0,15100.0,5167300
2017-02-28,12209.705078125,14950.0,15850.0,14900.0,15800.0,5921500
2017-03-01,12393.4638671875,15175.0,15225.0,14975.0,15200.0,2916700
2017-03-02,12515.9697265625,15325.0,15375.0,15225.0,15250.0,1506300
2017-03-03,12475.1337890625,15275.0,15350.0,15225.0,15325.0,1251500
2017-03-06,12495.552734375,15300.0,15375.0,15250.0,15275.0,723900
2017-03-07,12475.1337890625,15275.0,15400.0,15275.0,15325.0,787100
2017-03-08,12413.8818359375,15200.0,15375.0,15050.0,15375.0,1375700
2017-03-09,12434.298828125,15225.0,15300.0,15075.0,15225.0,934000
2017-03-10,12413.8818359375,15200.0,15250.0,15100.0,15200.0,636600
2017-03-13,12270.9580078125,15025.0,15200.0,15000.0,15200.0,758700
2017-03-14,12352.626953125,15125.0,15150.0,15050.0,15050.0,513700
2017-03-15,12250.5400390625,15000.0,15175.0,14975.0,15125.0,1014900
2017-03-16,12536.38671875,15350.0,15375.0,15050.0,15050.0,1838300
2017-03-17,12454.716796875,15250.0,15400.0,15125.0,15400.0,1049300
2017-03-20,12373.0458984375,15150.0,15300.0,15150.0,15250.0,612700
2017-03-21,12434.298828125,15225.0,15250.0,15100.0,15150.0,728000
2017-03-22,12311.7939453125,15075.0,15200.0,15075.0,15200.0,650900
2017-03-23,12332.2099609375,15100.0,15250.0,15050.0,15100.0,1210400
