Date,Adj Close,Close,High,Low,Open,Volume
2017-01-02,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-01-03,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-01-04,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-01-05,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-01-06,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-01-09,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-01-10,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-01-11,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-01-12,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-01-13,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-01-16,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-01-17,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-01-18,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-01-19,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-01-20,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-01-23,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-01-24,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-01-25,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-01-26,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-01-27,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-01-30,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-01-31,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-02-01,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-02-02,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-02-03,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-02-06,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-02-07,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-02-08,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-02-09,2128.634033203125,2550.0,2550.0,2550.0,2550.0,0
2017-02-10,1752.9925537109375,2100.0,2550.0,2090.0,2550.0,155300
2017-02-13,1752.9925537109375,2100.0,2200.0,2100.0,2100.0,76600
2017-02-14,1752.9925537109375,2100.0,2200.0,2100.0,2100.0,40300
2017-02-15,1752.9925537109375,2100.0,2100.0,2100.0,2100.0,0
2017-02-16,1736.29736328125,2080.0,2160.0,2080.0,2100.0,15300
2017-02-17,1727.9498291015625,2070.0,2080.0,2060.0,2080.0,7900
2017-02-20,1711.254638671875,2050.0,2070.0,2050.0,2070.0,8900
2017-02-21,1736.29736328125,2080.0,2080.0,2000.0,2020.0,3604300
2017-02-22,1752.9925537109375,2100.0,2100.0,2100.0,2100.0,1900
2017-02-23,1686.2119140625,2020.0,2100.0,2020.0,2090.0,2700
2017-02-24,1677.8643798828125,2010.0,2010.0,2010.0,2010.0,100
2017-02-27,1677.8643798828125,2010.0,2010.0,2010.0,2010.0,0
2017-02-28,1819.773193359375,2180.0,2180.0,2010.0,2010.0,21900
2017-03-01,1752.9925537109375,2100.0,2170.0,2100.0,2100.0,28400
2017-03-02,1811.42578125,2170.0,2170.0,2150.0,2150.0,16600
2017-03-03,1794.730712890625,2150.0,2190.0,2150.0,2170.0,4300
2017-03-06,1794.730712890625,2150.0,2180.0,2110.0,2110.0,1100
2017-03-07,1869.85888671875,2240.0,2240.0,2150.0,2150.0,16400
2017-03-08,2003.42041015625,2400.0,2400.0,2200.0,2240.0,36700
2017-03-09,2128.634033203125,2550.0,2550.0,2290.0,2550.0,6900
2017-03-10,2128.634033203125,2550.0,2550.0,2300.0,2550.0,55600
2017-03-13,2136.981689453125,2560.0,2600.0,2560.0,2600.0,7400
2017-03-14,2170.371826171875,2600.0,2620.0,2590.0,2590.0,8000
2017-03-15,2253.84765625,2700.0,2710.0,2430.0,2500.0,53500
2017-03-16,2237.152587890625,2680.0,2680.0,2680.0,2680.0,1000
2017-03-17,2337.32373046875,2800.0,2800.0,2620.0,2680.0,11600
2017-03-20,2337.32373046875,2800.0,2800.0,2650.0,2800.0,19000
2017-03-21,2337.32373046875,2800.0,2800.0,2700.0,2780.0,15800
2017-03-22,2362.365966796875,2830.0,2860.0,2800.0,2800.0,1300
2017-03-23,2337.32373046875,2800.0,2830.0,2800.0,2830.0,1200
2017-03-24,2420.79931640625,2900.0,2900.0,2790.0,2790.0,3000
2017-03-27,2587.751220703125,3100.0,3100.0,2900.0,3100.0,3400
2017-03-29,2587.751220703125,3100.0,3200.0,3100.0,3190.0,1400
2017-03-30,2495.927734375,2990.0,3200.0,2910.0,2990.0,2400
2017-03-31,2504.275390625,3000.0,3000.0,2990.0,2990.0,2200
2017-04-03,2546.01318359375,3050.0,3090.0,2900.0,3000.0,3700
2017-04-04,2546.01318359375,3050.0,3100.0,3000.0,3050.0,11100
2017-04-05,2546.01318359375,3050.0,3050.0,3050.0,3050.0,0
2017-04-06,2520.970703125,3020.0,3090.0,3020.0,3090.0,10400
2017-04-07,2554.361083984375,3060.0,3070.0,3000.0,3020.0,2300
2017-04-10,2543.9033203125,3000.0,3020.0,2980.0,3000.0,3400
2017-04-11,2560.86279296875,3020.0,3020.0,3000.0,3000.0,1100
2017-04-12,2543.9033203125,3000.0,3000.0,3000.0,3000.0,300
2017-04-13,2586.301513671875,3050.0,3050.0,2990.0,3000.0,2600
2017-04-17,2552.3828125,3010.0,3050.0,2980.0,3050.0,1900
2017-04-18,2543.9033203125,3000.0,3010.0,3000.0,3000.0,2400
2017-04-19,2543.9033203125,3000.0,3000.0,3000.0,3000.0,0
2017-04-20,2543.9033203125,3000.0,3000.0,3000.0,3000.0,500
2017-04-21,2543.9033203125,3000.0,3000.0,3000.0,3000.0,400
2017-04-25,2543.9033203125,3000.0,3000.0,3000.0,3000.0,1700
2017-04-26,2586.301513671875,3050.0,3050.0,3000.0,3000.0,2700
2017-04-27,2552.3828125,3010.0,3010.0,3010.0,3010.0,300
2017-04-28,2552.3828125,3010.0,3010.0,3010.0,3010.0,1500
2017-05-02,2543.9033203125,3000.0,3000.0,3000.0,3000.0,500
2017-05-03,2543.9033203125,3000.0,3000.0,3000.0,3000.0,3100
2017-05-04,2543.9033203125,3000.0,3010.0,3000.0,3000.0,800
2017-05-05,2577.822021484375,3040.0,3040.0,3000.0,3000.0,4400
2017-05-08,2577.822021484375,3040.0,3040.0,3040.0,3040.0,0
2017-05-09,2543.9033203125,3000.0,3000.0,3000.0,3000.0,500
2017-05-10,2543.9033203125,3000.0,3000.0,3000.0,3000.0,0
2017-05-12,2569.342041015625,3030.0,3030.0,3030.0,3030.0,500
2017-05-15,2569.342041015625,3030.0,3030.0,3030.0,3030.0,0
2017-05-16,2569.342041015625,3030.0,3030.0,3030.0,3030.0,0
2017-05-17,2569.342041015625,3030.0,3030.0,3030.0,3030.0,0
2017-05-18,2543.9033203125,3000.0,3000.0,3000.0,3000.0,700
2017-05-19,2543.9033203125,3000.0,3000.0,3000.0,3000.0,100
2017-05-22,2543.9033203125,3000.0,3000.0,2900.0,2910.0,1100
2017-05-23,2543.9033203125,3000.0,3000.0,3000.0,3000.0,0
2017-05-24,2433.667236328125,2870.0,2910.0,2870.0,2910.0,1000
2017-05-26,2459.106201171875,2900.0,2900.0,2900.0,2900.0,100
2017-05-29,2543.9033203125,3000.0,3000.0,2900.0,2900.0,20700
2017-05-30,2543.9033203125,3000.0,3000.0,3000.0,3000.0,0
2017-05-31,2543.9033203125,3000.0,3000.0,3000.0,3000.0,0
2017-06-01,2543.9033203125,3000.0,3000.0,3000.0,3000.0,0
2017-06-02,2543.9033203125,3000.0,3000.0,3000.0,3000.0,0
2017-06-05,2543.9033203125,3000.0,3000.0,3000.0,3000.0,0
2017-06-06,2543.9033203125,3000.0,3000.0,3000.0,3000.0,0
2017-06-07,2543.9033203125,3000.0,3000.0,3000.0,3000.0,0
2017-06-08,2459.106201171875,2900.0,2900.0,2900.0,2900.0,200
2017-06-09,2543.9033203125,3000.0,3000.0,3000.0,3000.0,2000
2017-06-12,2543.9033203125,3000.0,3000.0,3000.0,3000.0,100
2017-06-13,2543.9033203125,3000.0,3000.0,3000.0,3000.0,0
2017-06-14,2467.586181640625,2910.0,2910.0,2910.0,2910.0,100
2017-06-15,2459.106201171875,2900.0,2900.0,2900.0,2900.0,100
2017-06-16,2416.708251953125,2850.0,2900.0,2850.0,2900.0,700
2017-06-19,2459.106201171875,2900.0,2900.0,2800.0,2900.0,3600
2017-06-20,2543.9033203125,3000.0,3000.0,2900.0,2900.0,2200
2017-06-21,2543.9033203125,3000.0,3000.0,3000.0,3000.0,0
2017-06-22,2543.9033203125,3000.0,3000.0,3000.0,3000.0,200
2017-06-23,2543.9033203125,3000.0,3000.0,3000.0,3000.0,0
2017-06-26,2543.9033203125,3000.0,3000.0,3000.0,3000.0,0
2017-06-27,2543.9033203125,3000.0,3000.0,3000.0,3000.0,0
2017-06-28,2543.9033203125,3000.0,3000.0,3000.0,3000.0,0
2017-06-29,2543.9033203125,3000.0,3000.0,3000.0,3000.0,0
2017-06-30,2543.9033203125,3000.0,3000.0,3000.0,3000.0,0
2017-07-03,2543.9033203125,3000.0,3000.0,3000.0,3000.0,0
